#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI088: KnownDMs
#run_id: SRR6928706
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 821376
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 33222
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
1507	0.000443689	Clostridium sp. ATCC 29733
180282	0.0616728	Delftia tsuruhatensis
1490051	0.272425	Anoxybacillus geothermalis
72556	0.000443689	Achromobacter piechaudii
40683	0.0059898	Sphingomonas pruni
160453	0.000665534	Enterococcus gilvus
1086703	0.000443689	Luteolibacter luojiensis
341722	0.000221845	Agrococcus lahaulensis
480	0.144865	Moraxella catarrhalis
404011	0.00576796	Shewanella piezotolerans
252	0.000443689	Halomonas halmophila
40324	0.15995	Stenotrophomonas maltophilia
72000	0.0281743	Kocuria rhizophila
153151	0.000887378	Geobacillus toebii
84030	0.059898	[Clostridium] saccharolyticum
29466	0.0490277	Veillonella parvula
2189	0.000221845	Methanotorris igneus
392333	0.00133107	Geoalkalibacter ferrihydriticus
208479	0.0541301	[Clostridium] bolteae
470	0.0315019	Acinetobacter baumannii
467210	0.000221845	Lachnoanaerobaculum saburreum
273677	0.00554611	Microbacterium oleivorans
259	0.00953932	Sphingobacterium thalpophilum
47678	0.0849665	Bacteroides caccae
81396	0.00110922	Paracoccus sp. MBIC3024
1859290	0.0388228	Corynebacterium sp. YIM 101343
1452487	0.167049	Crenobacter luteus
28161	0.017082	Bisgaard Taxon 7
33011	0.0337204	Propionibacterium granulosum
100176	0.0124233	Papillibacter cinnamivorans
1270	0.108704	Micrococcus luteus
1343	0.0443689	Streptococcus vestibularis
49185	0.000887378	Kineosporia aurantiaca
28117	0.0865194	Alistipes putredinis
502558	0.000665534	Eggerthella sp. YY7918
376351	0.0210752	Gordonia shandongensis
93222	0.00488058	Pandoraea sputorum
290055	0.00133107	[Eubacterium] fissicatena
39482	0.00621165	[Eubacterium] contortum
1671366	0.000443689	Ruminococcus sp. DSM 100440
744985	0.000221845	alpha proteobacterium HIMB59
81425	0.000665534	Desulfovibrio aminophilus
293371	0.000887378	Lactobacillus oligofermentans
512649	0.000443689	Vibrio azureus
74109	0.000221845	Photobacterium profundum
93063	0.0155291	Sphingomonas aquatilis
184870	0.109148	Varibaculum cambriense
35621	0.0019966	Streptomyces mobaraensis
78448	0.0102049	Bifidobacterium pullorum
131540	0.000221845	Thiomicrospira arctica
478	0.102049	Moraxella nonliquefaciens
1113946	0.00133107	Lactococcus sp. NBRC 106007
623280	0.000221845	Parapedobacter luteus
1463840	0.00709903	Streptomyces sp. NRRL F-2305
135735	0.00377136	Bacillus endophyticus
1626	0.00133107	Lactobacillus sharpeae
1698	0.0275087	Brevibacterium epidermidis
163874	0.000221845	Arthrobacter tumbae
266128	0.000443689	Stenotrophomonas koreensis
508451	0.000221845	Lactobacillus taiwanensis
152480	0.000443689	Burkholderia ambifaria
346181	0.0261777	Lysobacter daejeonensis
146919	0.000665534	Salinibacter ruber
445709	0.000665534	Pandoraea thiooxydans
57704	0.0133107	Tsukamurella tyrosinosolvens
1691891	0.000443689	Nonomuraea sp. NBRC 110462
36809	0.00687718	Mycobacterium abscessus
150122	0.00110922	Curtobacterium herbarum
1613	0.000443689	Lactobacillus fermentum
1190813	0.000443689	Pseudoalteromonas shioyasakiensis
387090	0.410191	Bacteroides coprophilus
1161942	0.00465874	Ruminococcus champanellensis
1113670	0.000443689	Sporosarcina sp. NBRC 100704
1144661	0.0221845	Acinetobacter sp. CIP 101934
1456	0.00110922	Bacillus benzoevorans
52787	0.0561267	Anaerofilum pentosovorans
237610	0.00576796	Pseudomonas psychrotolerans
53408	0.182356	Pseudomonas citronellolis
85338	0.00155291	Rothia sp. CCUG 25688
1504	0.00465874	Clostridium septicum
1134405	0.00953932	Melioribacter roseus
415956	0.00244029	Sphingobacterium composti Yoo et al. 2007
820	0.566369	Bacteroides uniformis
290309	0.0039932	Comamonas granuli
237258	0.0281743	Cloacibacterium normanense
457173	0.000221845	Phenylobacterium composti
1764	0.000221845	Mycobacterium avium
262324	0.00110922	Lysobacter gummosus
28126	0.0641131	Prevotella buccae
103817	0.00732087	Janibacter terrae
263475	0.00266214	Viridibacillus arvi
225991	0.0117578	Comamonas aquatica
1632	0.000887378	Lactobacillus oris
1587	0.00133107	Lactobacillus helveticus
39484	0.0168602	Eubacterium desmolans
1406512	0.000443689	Candidatus Methanomassiliicoccus intestinalis
472963	0.000221845	Anaerobacillus alkalidiazotrophicus
37928	0.000221845	Arthrobacter crystallopoietes
262209	0.000665534	Janibacter melonis
1755610	0.00332767	Alistipes sp. MC_19
83986	0.00221845	Methanoculleus bourgensis
161493	0.000221845	Anaeromyxobacter dehalogenans
1402	0.0113141	Bacillus licheniformis
1633	0.0119796	Lactobacillus vaginalis
863643	0.0104267	Thermincola potens
33964	0.102936	Leuconostoc citreum
76335	0.000221845	Nostoc sp. ATCC 53789
379597	0.0019966	Halomonas sinaiensis
69824	0.00776456	[Clostridium] cocleatum
1463908	0.00310582	Streptomyces sp. NRRL S-455
29448	0.0417068	Bradyrhizobium elkanii
402648	0.000443689	Streptomyces hainanensis
220378	0.00310582	Nocardiopsis aegyptia
119858	0.00554611	Bacillus sonorensis
736	0.00532427	Haemophilus paraphrohaemolyticus
1254	0.0177476	Pediococcus acidilactici
566027	0.00133107	Micrococcus yunnanensis
38302	0.00709903	Corynebacterium mycetoides
314722	0.00266214	Pseudoxanthomonas suwonensis
