#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI081: KnownDMs
#run_id: SRR6928703
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 507814
#host_age: null
#sex: Female
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 33219
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
40518	0.0082741	Ruminococcus bromii
1685	0.0220643	Bifidobacterium breve
137732	0.00200584	Granulicatella elegans
39488	0.0348515	[Eubacterium] hallii
1054	0.00025073	Ectothiorhodospira shaposhnikovii
488	0.00150438	Neisseria mucosa
2378	0.000501461	Sporomusa ovata
154	0.00025073	Spirochaeta thermophila
28130	0.000501461	Prevotella disiens
239935	0.224654	Akkermansia muciniphila
1413	0.000501461	Bacillus cellulosilyticus
770	0.00025073	Anaplasma marginale
48466	0.00025073	Prosthecobacter vanneervenii
40576	0.000501461	Xenorhabdus bovienii
49319	0.00025073	Rubrobacter xylanophilus
135082	0.000752191	Selenomonas infelix
392736	0.00175511	Uliginosibacterium gangwonense
43675	0.000501461	Rothia mucilaginosa
76123	0.00451314	Prevotella enoeca
29355	0.00025073	[Clostridium] cellobioparum
727	0.00025073	Haemophilus influenzae
1580	0.00225657	Lactobacillus brevis
312279	0.00025073	Emticicia oligotrophica
37927	0.00025073	Sinomonas atrocyanea
28122	0.000501461	Fibrobacter intestinalis
256847	0.00025073	Lentisphaera araneosa
449	0.00025073	Legionella hackeliae
390842	0.00025073	Lactobacillus parafarraginis
28129	0.0025073	Prevotella denticola
89152	0.00150438	[Clostridium] hiranonis
399370	0.000501461	Lactobacillus ghanensis
33905	0.0165482	Bifidobacterium thermophilum
151895	0.00150438	Pseudopedobacter saltans
52226	9.93268	Mitsuokella multacida
301375	0.00025073	Methanosaeta harundinacea
36874	0.000752191	Porphyromonas cangingivalis
443143	0.00025073	Geobacter sp. M18
1308	0.00777264	Streptococcus thermophilus
114652	0.00025073	Streptococcus orisratti
851	0.00025073	Fusobacterium nucleatum
1691	0.0057668	Bifidobacterium indicum
1423	0.00025073	Bacillus subtilis
29369	0.00426241	Clostridium sardiniense
185293	0.0285832	Prevotella oryzae
202956	0.00025073	Acinetobacter towneri
1349	0.000501461	Streptococcus uberis
