#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI087: KnownDMs
#run_id: SRR6928705
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 697285
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 33221
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
420402	0.000213794	Marinobacterium rhizophilum
666686	0.0038483	Bacillus sp. 1NLA3E
260554	0.00149656	[Brevibacterium] halotolerans
316	0.0423313	Pseudomonas stutzeri
470565	0.022876	Prevotella histicola
28135	0.875702	Prevotella oris
217031	0.000855178	Bacillus galactosidilyticus
106590	0.138325	Cupriavidus necator
467976	0.0194553	Iamia majanohamensis
37916	0.00641383	Mycobacterium chlorophenolicum
115979	0.0282209	Bacillus nealsonii
147577	0.00256553	Tsukamurella strandjordii
46228	0.00213794	Ruminococcus lactaris
93220	0.000641383	Pandoraea pnomenusa
453962	0.00791039	Halomonas lutea
551990	0.000427589	Flavobacterium glycines
46206	0.000213794	Pseudobutyrivibrio ruminis
29363	0.0258691	Clostridium paraputrificum
1389639	0.000427589	Achromobacter sp. CCUG 56089
263476	0.00641383	Viridibacillus arenosi
34087	0.00171036	Sphingobacterium faecium
56458	0.000213794	Xanthomonas sacchari
426703	0.000213794	Alkalibacterium putridalgicola
163359	0.000213794	Acidiferrobacter thiooxydans
254	0.000213794	Chryseobacterium indoltheticum
1280	0.0637107	Staphylococcus aureus
1352	0.0438279	Enterococcus faecium
100884	0.00106897	Coprobacillus cateniformis
660064	0.000213794	Methermicoccus shengliensis
633813	0.000213794	Rhodothermus profundi
659	0.00491727	Photobacterium phosphoreum
305900	0.0100483	Endozoicomonas elysicola
327845	0.00149656	Microbacterium sp. ORS 1417
281362	0.000427589	Dechloromonas denitrificans
871327	0.000213794	Parabacteroides chinchillae
33968	0.0348485	Leuconostoc pseudomesenteroides
82688	0.00192415	Lactobacillus nagelii
29370	0.217001	[Clostridium] sphenoides
1220182	0.013469	Winogradskyella litoriviva
1661059	0.0168898	Pseudomonas sp. NBRC 111144
1299	0.000427589	Deinococcus radiodurans
105229	0.000641383	Bacillus fumarioli
1008138	0.00919316	Halostagnicola sp. YIM 93705
525640	0.0038483	Paracoccus chinensis
648794	0.00128277	Aeromonas rivuli
191610	0.000427589	Corynebacterium atypicum
358	0.00106897	Agrobacterium tumefaciens
415425	0.00448968	Flavobacterium terrae
82347	0.000213794	Facklamia languida
863372	0.000641383	Herbaspirillum huttiense
173364	0.0038483	Brachybacterium sacelli
1519	0.00641383	Clostridium tyrobutyricum
48	0.00299312	Archangium gephyra
78057	0.000427589	Paenibacillus popilliae
38304	0.0357037	Corynebacterium tuberculostearicum
1579979	0.000213794	Wenzhouxiangella marina
58138	0.000641383	Desulfotomaculum acetoxidans
1379	0.00491727	Gemella haemolysans
1604	0.00277933	Lactobacillus amylovorus
35835	0.000213794	Hydrogenobacter hydrogenophilus
570947	0.000855178	Salimicrobium flavidum
33069	0.00128277	Pseudomonas viridiflava
363832	0.0414761	Solirubrobacter soli
2057	0.0224484	Sphaerobacter thermophilus
155617	0.00342071	Enterococcus moraviensis
89053	0.00149656	Gordonia amicalis
1930622	0.00491727	Unknown
930124	0.00299312	Bacillus halosaccharovorans
395387	0.0342071	Curtobacterium ammoniigenes
330214	0.084235	Nitrospira defluvii
1827099	0.000213794	Peptoniphilus sp. JCM 8141
47885	0.0288623	Pseudomonas oryzihabitans
122	0.00213794	Gimesia maris
287	0.896868	Pseudomonas aeruginosa
86333	0.000213794	Mogibacterium vescum
185761	0.000213794	Corynebacterium spheniscorum
61	0.00363451	Vitreoscilla stercoraria
231053	0.00983454	Saccharibacter floricola
311460	0.00213794	Anoxybacillus rupiensis
185294	0.00791039	Prevotella paludivivens
400668	0.0342071	Marinomonas sp. MWYL1
106648	0.099842	Acinetobacter bereziniae
357276	0.0119725	Bacteroides dorei
542	0.000213794	Zymomonas mobilis
186116	0.000213794	Geobacillus thermantarcticus
93064	0.0448968	Sphingomonas koreensis
1354	0.00299312	Enterococcus hirae
271420	0.000213794	Pseudomonas xanthomarina
1293441	0.00726901	Lysinibacillus contaminans
587753	0.0109035	Pseudomonas chlororaphis
309411	0.0245864	Gram-negative bacterium CCBAU 25211
817	1.2941	Bacteroides fragilis
356302	0.000427589	Chitinimonas koreensis
465820	0.00406209	Curtobacterium oceanosedimentum
1113922	0.00106897	Sphingobium sp. NBRC 103272
1502	0.0207381	Clostridium perfringens
114	0.0596487	Gemmata obscuriglobus
1076	0.000427589	Rhodopseudomonas palustris
110662	0.00213794	Synechococcus sp. CC9605
1660	0.0327105	Actinomyces odontolyticus
33946	0.000641383	Kurthia gibsonii
691816	0.000855178	Bacteroides rodentium
1405	0.0361313	Bacillus mycoides
633415	0.00235174	Aeromonas sanarellii
1328	0.00491727	Streptococcus anginosus
247639	0.000427589	marine gamma proteobacterium HTCC2080
574650	0.000427589	Micrococcus terreus
1411122	0.00106897	Hymenobacter luteus
768539	0.000641383	Microbacterium sp. JCM 9637
44933	0.148373	Halomonas cupida
1186051	0.000213794	Blattabacterium sp. (Blaberus giganteus)
358220	0.000213794	Acidovorax sp. KKS102
600645	0.000213794	Aeromonas piscicola
78331	0.00320692	Mycobacterium canettii
1735	0.0318554	Holdemanella biformis
52774	0.000641383	Actinomyces slackii
124798	0.000213794	Microbacterium phyllosphaerae
1859292	0.000213794	Corynebacterium sp. YIM 101645
1806484	0.00470348	Achromobacter sp. ATCC31444
45243	0.000213794	Capnocytophaga haemolytica
52769	0.000213794	Actinomyces gerencseriae
13689	0.000855178	Sphingomonas paucimobilis
185300	0.000213794	Paludibacter propionicigenes
508460	1.07004	Cloacibacillus evryensis
528244	0.00320692	Azospirillum thiophilum
327840	0.00106897	Bosea sp. STM 358
83617	0.00833798	Stenotrophomonas nitritireducens
84112	0.0076966	Eggerthella lenta
438	0.000427589	Acetobacter pasteurianus
556529	0.000427589	Flavobacterium algicola
454171	0.00192415	Chthonomonas calidirosea
77038	0.037414	Wolbachia endosymbiont of Drosophila simulans
397278	0.000213794	Marmoricola aequoreus
2188	0.000213794	Methanococcus voltae
1547	0.00256553	Erysipelatoclostridium ramosum
1355	0.000213794	Enterococcus columbae
122355	0.000427589	Pseudomonas psychrophila
59803	0.000641383	Sphingomonas echinoides
495	0.000427589	Neisseria elongata
310297	0.0572969	Bacteroides plebeius
905	0.906702	Acidaminococcus fermentans
218538	0.74657	Dialister invisus
1465754	0.0459658	Alistipes timonensis
1309	0.0113311	Streptococcus mutans
33035	0.180443	Blautia producta
1472345	0.000213794	Basilea psittacipulmonis
174709	0.000855178	Allobaculum stercoricanis
225988	0.0149656	Anoxybacillus contaminans
28214	0.00427589	Sphingomonas sp.
170679	0.00192415	Vibrio chagasii
86668	0.000427589	Bacillus niacini
36850	0.000427589	Clostridium quinii
191495	0.000213794	Conexibacter woesei
551459	0.000213794	Chryseobacterium piscicola
81037	0.00833798	Pseudoalteromonas elyakovii
84031	0.248429	Clostridium sartagoforme
216816	0.00555866	Bifidobacterium longum
35791	0.0160346	Rickettsia massiliae
358743	0.00277933	[Clostridium] citroniae
197614	0.00106897	Streptococcus pasteurianus
286802	0.000213794	Segniliparus rotundus
179838	0.000641383	Lactobacillus diolivorans
67260	0.000213794	Streptomyces cinereoruber
1727	0.00705522	Corynebacterium variabile
288995	0.000213794	Devosia limi
557332	0.0111173	Pontibacter xinjiangensis
148604	0.0173174	Lactobacillus ingluviei
877455	0.000213794	Methanobacterium lacus
210	0.000427589	Helicobacter pylori
47847	0.000855178	Brachybacterium nesterenkovii
136857	0.00833798	Corynebacterium testudinoris
2096	0.00128277	Mycoplasma gallisepticum
1402	0.00406209	Bacillus licheniformis
263908	0.00940696	Gordonia effusa
262209	0.000213794	Janibacter melonis
83986	0.000427589	Methanoculleus bourgensis
1755610	0.00299312	Alistipes sp. MC_19
71667	0.000213794	Waddlia chondrophila
39484	0.0224484	Eubacterium desmolans
1406512	0.000641383	Candidatus Methanomassiliicoccus intestinalis
2139	0.00342071	Spiroplasma clarkii
225991	0.000213794	Comamonas aquatica
261685	0.000213794	Thermosinus carboxydivorans
1587	0.000427589	Lactobacillus helveticus
1632	0.000641383	Lactobacillus oris
119858	0.000855178	Bacillus sonorensis
402648	0.00363451	Streptomyces hainanensis
29448	0.0459658	Bradyrhizobium elkanii
1463908	0.00470348	Streptomyces sp. NRRL S-455
64178	0.000213794	Coleofasciculus chthonoplastes
364030	0.000213794	Thiomonas delicata
379597	0.00577245	Halomonas sinaiensis
69824	0.000641383	[Clostridium] cocleatum
882141	0.000427589	Bacillus sp. IHB B 2296
81034	0.000213794	Hyphomonas rosenbergii
33964	0.115235	Leuconostoc citreum
863643	0.00213794	Thermincola potens
1633	0.0038483	Lactobacillus vaginalis
204799	0.00684142	Nitratireductor aquibiodomus
387661	0.061359	Parabacteroides johnsonii
314722	0.000213794	Pseudoxanthomonas suwonensis
44742	0.00256553	Desulfovibrio fairfieldensis
34071	0.000213794	Telluria mixta
470784	0.00106897	Halomonas sediminis
503170	0.000427589	Salisaeta longa
38302	0.00171036	Corynebacterium mycetoides
1254	0.0111173	Pediococcus acidilactici
566027	0.000641383	Micrococcus yunnanensis
86103	0.000641383	Idiomarina zobellii
1830	0.000213794	Rhodococcus ruber
736	0.0168898	Haemophilus paraphrohaemolyticus
327939	0.00534486	Pseudoalteromonas byunsanensis
47229	0.000213794	Massilia timonae
574930	0.0128277	Parabacteroides gordonii
307126	0.000427589	Lactobacillus apodemi
2743	0.000213794	Marinobacter hydrocarbonoclasticus
35518	0.000213794	[Eubacterium] nodatum
403935	0.000213794	Streptomyces radiopugnans
1501	0.000213794	Clostridium pasteurianum
283734	0.0138966	Staphylococcus pseudintermedius
39485	0.00598624	[Eubacterium] eligens
281473	0.000427589	Jiangella gansuensis
374982	0.00106897	Synechococcus sp. PCC 73109
28454	0.399368	Sphingobacterium multivorum
28025	0.00277933	Bifidobacterium animalis
123841	0.0273657	Helicobacter canadensis
28901	0.00641383	Salmonella enterica
722472	0.00256553	Bradyrhizobium lablabi
259390	0.00149656	Nocardia takedensis
29461	0.000641383	Brucella suis
1114117	0.00448968	Lactobacillus sp. NBRC 107298
115748	0.000213794	Cyanobium sp. PCC 9005
43669	0.000213794	Brachybacterium faecium
1219	0.000427589	Prochlorococcus marinus
1393	0.12678	Brevibacillus brevis
640331	0.000213794	Lactobacillus florum
28116	0.0534486	Bacteroides ovatus
69823	0.000427589	Selenomonas sputigena
86332	0.000641383	Mogibacterium pumilum
396323	0.00363451	Acinetobacter brisouii
99286	0.00106897	Flavobacterium frigidarium
48296	0.00106897	Acinetobacter pittii
421767	0.000427589	Bacillus butanolivorans
127886	0.00213794	Bacillus hemicellulosilyticus
1267	0.00171036	Clostridium ventriculi
114186	0.000427589	Candidatus Carsonella ruddii
336988	0.000213794	Oenococcus kitaharae
191493	0.00128277	Corynebacterium sphenisci
319054	0.00427589	Janibacter anophelis
119	0.000427589	Rubinisphaera brasiliensis
471	0.00106897	Acinetobacter calcoaceticus
417948	0.000641383	Brevibacterium album
83462	0.000641383	Corallococcus exiguus
86663	0.00171036	Bacillus carboniphilus
1528	0.000855178	Eubacterium barkeri
49118	0.000213794	Candidatus Arthromitus sp. SFB-mouse
33038	0.179587	[Ruminococcus] gnavus
414	0.00128277	Methylococcus capsulatus
588904	0.000427589	Chryseobacterium sp. KOPRI 25179
319644	0.00427589	Saccharofermentans acetigenes
871324	0.00128277	Bacteroides stercorirosoris
400772	0.000427589	Microbacterium ginsengisoli
371036	0.000427589	Bacillus acidiceler
138853	0.000213794	Mesoplasma lactucae
267818	0.000213794	Lactobacillus kefiranofaciens
72000	0.029076	Kocuria rhizophila
40324	0.26596	Stenotrophomonas maltophilia
480	0.160987	Moraxella catarrhalis
1086703	0.00662763	Luteolibacter luojiensis
416001	0.000213794	Nodosilinea nodulosa
341722	0.000213794	Agrococcus lahaulensis
40683	0.00171036	Sphingomonas pruni
1490051	0.147518	Anoxybacillus geothermalis
1507	0.00513107	Clostridium sp. ATCC 29733
180282	0.0510969	Delftia tsuruhatensis
175628	0.000641383	Gordonia paraffinivorans
273677	0.00940696	Microbacterium oleivorans
208479	0.0654211	[Clostridium] bolteae
470	0.0536624	Acinetobacter baumannii
1693	0.000213794	Bifidobacterium minimum
392333	0.000855178	Geoalkalibacter ferrihydriticus
671267	0.00876557	Bacteroides sartorii
754476	0.000213794	Methylophaga nitratireducenticrescens
638619	0.000213794	Bifidobacterium actinocoloniiforme
1215089	0.000213794	Planococcus halocryophilus
29466	0.0267243	Veillonella parvula
153151	0.0102621	Geobacillus toebii
84030	0.148801	[Clostridium] saccharolyticum
84588	0.000213794	Synechococcus sp. WH 8102
1270	0.0885109	Micrococcus luteus
1343	0.0555866	Streptococcus vestibularis
100176	0.00320692	Papillibacter cinnamivorans
589436	0.000855178	Prevotella fusca
1859290	0.00919316	Corynebacterium sp. YIM 101343
28161	0.0483175	Bisgaard Taxon 7
1452487	0.0525934	Crenobacter luteus
33011	0.00128277	Propionibacterium granulosum
373672	0.000213794	Chryseobacterium gambrini
217162	0.0128277	Chamaesiphon subglobosus
59840	0.000213794	Paenibacillus curdlanolyticus
259	0.00791039	Sphingobacterium thalpophilum
47678	0.00577245	Bacteroides caccae
1807	0.000213794	Mycobacterium obuense
44008	0.000427589	Enterococcus cecorum
512649	0.000427589	Vibrio azureus
1671366	0.00470348	Ruminococcus sp. DSM 100440
426114	0.000213794	Thiomonas arsenitoxydans
293371	0.000855178	Lactobacillus oligofermentans
39482	0.00897937	[Eubacterium] contortum
93222	0.00555866	Pandoraea sputorum
