#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI004: NGTs
#run_id: SRR6928743
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 432196
#host_age: null
#sex: Female
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 48154
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
303	0.000396855	Pseudomonas putida
225195	0.000793711	Pelobacter massiliensis
1352	0.0111119	Enterococcus faecium
67854	0.000396855	Actinobacillus succinogenes
1428	0.0186522	Bacillus thuringiensis
78587	0.000396855	Asticcacaulis excentricus
29549	0.000396855	Rhodothermus marinus
38303	0.000396855	Corynebacterium pseudogenitalium
53374	0.000396855	Corynebacterium coyleae
29466	0.0313516	Veillonella parvula
33010	0.000396855	Propionibacterium avidum
118748	0.000793711	Bulleidia extructa
1406	0.00119057	Paenibacillus polymyxa
73098	0.000396855	Kluyvera georgiana
633701	1.06476	Prevotella saccharolytica
1587	0.000396855	Lactobacillus helveticus
1680	0.269862	Bifidobacterium adolescentis
29369	0.00833396	Clostridium sardiniense
192421	0.000793711	Planococcus maritimus
626947	0.00158742	Parasutterella secunda
439703	0.000396855	Prevotella maculosa
1336	0.0035717	Streptococcus equi
1747	0.0289704	Propionibacterium acnes
1462	0.000396855	Geobacillus kaustophilus
1655	0.00158742	Actinomyces naeslundii
38284	0.00158742	Corynebacterium accolens
40520	2.79783	Blautia obeum
1113696	0.0035717	Halomonas sp. NBRC 100990
397865	0.167473	Barnesiella viscericola
839	0.0527818	Prevotella ruminicola
103891	0.000396855	Veillonella criceti
1685	0.0269862	Bifidobacterium breve
36835	0.0035717	[Clostridium] colinum
78448	0.00476226	Bifidobacterium pullorum
1282	0.0321453	Staphylococcus epidermidis
1356	0.000793711	Enterococcus sulfureus
1580	0.000396855	Lactobacillus brevis
48935	0.000793711	Novosphingobium aromaticivorans
53363	0.000396855	Brevibacterium mcbrellneri
673520	0.000793711	Actinomycetospora sp. YIM 68245
33905	0.00634969	Bifidobacterium thermophilum
240427	0.00119057	Lactobacillus paracollinoides
39488	0.840143	[Eubacterium] hallii
41276	0.00119057	Brevundimonas vesicularis
272239	0.000396855	Pseudoclavibacter bifida
626930	0.0174616	Bacteroides fluxus
82688	0.00119057	Lactobacillus nagelii
1349	0.0349233	Streptococcus uberis
35785	0.00992138	Clostridium maximum
487175	0.105564	Parasutterella excrementihominis
847	0.00317484	Oxalobacter formigenes
1138822	0.000793711	Lactobacillus curieae
59748	0.000396855	Candidatus Phytoplasma australiense
591197	0.000793711	Ignavibacterium album
99807	0.000396855	Corynebacterium auriscanis
671267	0.00119057	Bacteroides sartorii
302449	0.000396855	Corynebacterium tuscaniense
1038856	0.00119057	Planococcus plakortidis
29363	0.0460352	Clostridium paraputrificum
1245	0.00119057	Leuconostoc mesenteroides
36844	0.000396855	Clostridium homopropionicum
432303	0.000793711	Marinobacter guineae
40518	1.08143	Ruminococcus bromii
722472	0.00158742	Bradyrhizobium lablabi
1671366	0.00277799	Ruminococcus sp. DSM 100440
1311	0.024605	Streptococcus agalactiae
1596	0.000793711	Lactobacillus gasseri
1326	0.00119057	Streptococcus acidominimus
691816	0.00992138	Bacteroides rodentium
52226	0.0222239	Mitsuokella multacida
89959	0.000396855	Natronincola histidinovorans
1606	0.000793711	Lactobacillus aviarius
307126	0.00119057	Lactobacillus apodemi
269144	0.000396855	Nesterenkonia aethiopica
47246	0.00238113	[Clostridium] viride
39491	0.0130962	[Eubacterium] rectale
39493	0.0341296	Clostridium tarantellae
470	0.00198428	Acinetobacter baumannii
119	0.000793711	Rubinisphaera brasiliensis
155617	0.00119057	Enterococcus moraviensis
140314	0.000396855	Trichococcus palustris
1503	0.000396855	[Clostridium] purinilyticum
261299	0.482973	Intestinibacter bartlettii
288965	0.0250019	[Clostridium] clariflavum
232721	0.000793711	Acidovorax sp. JS42
114527	0.000396855	Mogibacterium diversum
762210	0.0857207	Bifidobacterium saguini
157838	0.00793711	Bacillus shackletonii
44742	0.00793711	Desulfovibrio fairfieldensis
626932	0.0325421	Alistipes indistinctus
133453	0.00158742	Caldilinea aerophila
650643	0.0103182	Alistipes sp. RMA 9912
