#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI008: NGTs
#run_id: SRR6928747
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 268229
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 48158
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
40542	0.000522338	Leptotrichia buccalis
52769	0.000522338	Actinomyces gerencseriae
214853	0.000522338	Anaerofustis stercorihominis
1510	0.000522338	[Clostridium] stercorarium
1502	0.00208935	Clostridium perfringens
483012	0.00104468	Lactobacillus cacaonum
1328	0.00156701	Streptococcus anginosus
185293	0.0308179	Prevotella oryzae
375	0.000522338	Bradyrhizobium japonicum
305719	0.000522338	Prevotella baroniae
863	0.000522338	Syntrophomonas wolfei
36849	0.00208935	Oxobacter pfennigii
907	0.79552	Megasphaera elsdenii
658062	0.00104468	Candidatus Koribacter versatilis
316	0.000522338	Pseudomonas stutzeri
1660	0.00104468	Actinomyces odontolyticus
40519	0.203189	Ruminococcus callidus
341220	0.000522338	Lactonifactor longoviformis
29370	0.0114914	[Clostridium] sphenoides
103892	0.0146255	Veillonella ratti
376804	0.00626805	Bacteroides barnesiae
1249	0.00208935	Weissella paramesenteroides
219748	0.000522338	Clostridium tunisiense
137357	0.000522338	Lactobacillus equi
28446	0.0041787	[Clostridium] propionicum
29354	0.00313403	[Clostridium] celerecrescens
28126	0.00470104	Prevotella buccae
995	0.00104468	Solitalea canadensis
1755629	0.0083574	Victivallis sp. MC_44
165179	60.9124	Prevotella copri
1755626	2.0695	Faecalibacterium sp. MC_41
310298	0.0574572	Bacteroides coprocola
1358	0.00104468	Lactococcus lactis
158787	0.0083574	Bifidobacterium scardovii
44009	0.00104468	Enterococcus dispar
38313	0.00156701	Shewanella algae
1561	0.00208935	Clostridium baratii
29375	0.0193265	[Clostridium] xylanolyticum
