#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI001: NGTs
#run_id: SRR6928746
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 325808
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 48157
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
100884	0.00189608	Coprobacillus cateniformis
83661	0.000948038	Desulfonispora thiosulfatigenes
39485	1.19927	[Eubacterium] eligens
199	0.000474019	Campylobacter concisus
542	0.000948038	Zymomonas mobilis
52694	0.000474019	Acetobacterium wieringae
502558	0.00521421	Eggerthella sp. YY7918
290052	0.000474019	Acetivibrio ethanolgignens
167964	0.000948038	Anaerolinea thermophila
263475	0.000948038	Viridibacillus arvi
121039	0.000474019	Ferrimicrobium acidiphilum
572016	0.00331813	Pasteurellaceae bacterium CCUG 36050
501483	0.000474019	Leucobacter tardus
84023	0.000474019	Clostridium autoethanogenum
233055	0.000474019	Desulfitobacterium dichloroeliminans
197614	0.100018	Streptococcus pasteurianus
423605	0.00426617	Elusimicrobium minutum
971	0.00142206	Selenomonas ruminantium
1597	0.00331813	Lactobacillus paracasei
644281	0.000474019	Methanocaldococcus sp. FS406-22
645466	0.023701	Anaerostipes butyraticus
1532	0.0426617	Blautia coccoides
818	0.922441	Bacteroides thetaiotaomicron
29355	0.0023701	[Clostridium] cellobioparum
508460	0.00853234	Cloacibacillus evryensis
39489	0.000474019	Clostridium moniliforme
1265	0.00142206	Ruminococcus flavefaciens
33987	0.000948038	Exiguobacterium aurantiacum
163202	0.000474019	Corynebacterium appendicis
366522	0.00331813	Sulfurospirillum cavolei
1379	0.00284411	Gemella haemolysans
28116	2.03733	Bacteroides ovatus
467210	0.000948038	Lachnoanaerobaculum saburreum
36834	0.00663627	Clostridium celatum
