#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI009: NGTs
#run_id: SRR6928742
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 341676
#host_age: null
#sex: Female
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 48153
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
1413	0.00403619	Bacillus cellulosilyticus
1304	0.0908143	Streptococcus salivarius
562	0.0706333	Escherichia coli
100176	0.000672699	Papillibacter cinnamivorans
1687	0.000672699	Bifidobacterium coryneforme
229549	0.0020181	Streptococcus minor
44676	0.000672699	Geothrix fermentans
623	0.0020181	Shigella flexneri
137461	0.000672699	Aerosphaera taetra
39486	0.0531432	Dorea formicigenerans
158787	0.0114359	Bifidobacterium scardovii
44009	0.000672699	Enterococcus dispar
29375	0.028926	[Clostridium] xylanolyticum
80866	0.000672699	Delftia acidovorans
1561	0.0013454	Clostridium baratii
38313	0.00269079	Shewanella algae
876	0.00403619	Desulfovibrio desulfuricans
165179	2.06048	Prevotella copri
995	0.0013454	Solitalea canadensis
1755629	0.013454	Victivallis sp. MC_44
310298	2.33763	Bacteroides coprocola
1755626	16.3493	Faecalibacterium sp. MC_41
1235990	0.000672699	Candidatus Pantoea carbekii
1579	0.000672699	Lactobacillus acidophilus
516075	0.000672699	Providencia sneebia
29370	0.0242171	[Clostridium] sphenoides
137357	0.000672699	Lactobacillus equi
376804	0.191719	Bacteroides barnesiae
103892	0.00403619	Veillonella ratti
1465754	0.0571794	Alistipes timonensis
28446	0.0739968	[Clostridium] propionicum
29354	0.00403619	[Clostridium] celerecrescens
1563	0.000672699	Desulfosporosinus orientis
81479	0.000672699	Rhodoferax antarcticus
907	6.66779	Megasphaera elsdenii
36849	0.000672699	Oxobacter pfennigii
107709	0.0013454	Opitutus terrae
157268	0.000672699	Helicobacter winghamensis
29543	0.000672699	Pelobacter propionicus
28132	0.000672699	Prevotella melaninogenica
40519	0.141267	Ruminococcus callidus
1689	0.0013454	Bifidobacterium dentium
1660	0.0013454	Actinomyces odontolyticus
185293	0.000672699	Prevotella oryzae
78346	0.00470889	Bifidobacterium ruminantium
