#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI084: KnownDMs
#run_id: SRR6928702
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 378129
#host_age: null
#sex: Female
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 33218
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
46228	0.0352411	Ruminococcus lactaris
467976	0.000463699	Iamia majanohamensis
115979	0.0310679	Bacillus nealsonii
879	0.00370959	Desulfovibrio gigas
28135	0.0018548	Prevotella oris
547188	0.000927399	Phycisphaera mikurensis
173480	0.000927399	Gemmatimonas aurantiaca
69	0.000463699	Lysobacter enzymogenes
192421	0.0013911	Planococcus maritimus
161156	0.000463699	Thermodesulfobacterium hydrogeniphilum
42879	0.000463699	Methanococcus aeolicus
166485	0.000463699	Caminicella sporogenes
84109	0.00510069	Slackia exigua
29354	0.0250398	[Clostridium] celerecrescens
1280	0.000463699	Staphylococcus aureus
163359	0.000463699	Acidiferrobacter thiooxydans
472113	0.0013911	Geofilum rubicundum
1352	0.000927399	Enterococcus faecium
100884	0.000927399	Coprobacillus cateniformis
-1	15.0906	Unknown
69825	0.69694	[Clostridium] indolis
29363	0.0013911	Clostridium paraputrificum
187327	2.60414	Acidaminococcus intestini
143393	0.0013911	[Eubacterium] sulci
871327	0.0023185	Parabacteroides chinchillae
521466	0.000927399	Bacillus sp. CCBAU 10778
1623	0.00556439	Lactobacillus ruminis
46867	0.000463699	Clostridium chauvoei
105229	0.000463699	Bacillus fumarioli
29370	0.0236487	[Clostridium] sphenoides
214856	0.200318	Alistipes finegoldii
61171	0.0023185	Holdemania filiformis
1731	0.000463699	Eubacterium acidaminophilum
569601	0.0023185	Marinomonas arenicola
891	0.000927399	Desulfuromonas acetoxidans
1311	0.000927399	Streptococcus agalactiae
1565	0.0027822	Desulfotomaculum nigrificans
29371	0.000927399	[Clostridium] termitidis
1527	0.000927399	Anaerocolumna aminovalerica
863372	0.00649179	Herbaspirillum huttiense
260355	0.0018548	Limnobacter sp. HTCC376
363832	0.000463699	Solirubrobacter soli
437898	0.00370959	Sutterella parvirubra
58138	0.0023185	Desulfotomaculum acetoxidans
38304	0.000463699	Corynebacterium tuberculostearicum
1379	0.000927399	Gemella haemolysans
1755642	0.0013911	Lachnospiraceae bacterium MC_35
122	0.000463699	Gimesia maris
53422	0.00973769	Thermobrachium celere
290053	0.0162295	Bacteroides helcogenes
330214	0.0018548	Nitrospira defluvii
39950	0.0018548	Dialister pneumosintes
47885	0.000463699	Pseudomonas oryzihabitans
234827	0.000463699	Candidatus Midichloria mitochondrii
44009	0.000463699	Enterococcus dispar
400668	0.000463699	Marinomonas sp. MWYL1
536633	0.0208665	Blautia glucerasea
1307	0.0013911	Streptococcus suis
185294	0.0032459	Prevotella paludivivens
246618	0.0547165	Bifidobacterium thermacidophilum
166501	0.000463699	Thermobaculum terrenum
33922	0.000463699	Mycoplasma agassizii
43080	0.000463699	Sulfolobus islandicus
284581	0.000463699	Bacillus koreensis
1525	0.000463699	Moorella thermoacetica
626931	0.0547165	Bacteroides oleiciplenus
344881	0.000463699	Flavobacterium soli
817	0.234168	Bacteroides fragilis
187493	0.000463699	Thalassolituus oleivorans
103	0.000927399	Flectobacillus major
357276	0.988143	Bacteroides dorei
1542	0.000463699	Clostridium novyi
102170	0.000463699	Desulfotomaculum sapomandens
1121830	0.0018548	Fodinicurvata fenggangensis
106648	0.000927399	Acinetobacter bereziniae
309120	0.0380233	Dialister micraerophilus
899	0.0027822	Desulfomicrobium baculatum
437505	0.000463699	Granulosicoccus antarcticus
1660	0.000927399	Actinomyces odontolyticus
1502	0.0032459	Clostridium perfringens
71388	0.000463699	Vibrio halioticoli
114	0.0023185	Gemmata obscuriglobus
703	0.000463699	Plesiomonas shigelloides
1506	0.000463699	Clostridium sp.
35517	0.00788289	[Eubacterium] brachy
33953	0.0013911	Clostridium aminobutyricum
645466	0.0013911	Anaerostipes butyraticus
58180	0.0027822	Desulfovibrio alaskensis
1493	0.000463699	Clostridium cellulovorans
983706	0.000927399	Bifidobacterium reuteri
483	0.000463699	Neisseria cinerea
358220	0.000463699	Acidovorax sp. KKS102
44933	0.000463699	Halomonas cupida
1735	0.000927399	Holdemanella biformis
600645	0.0013911	Aeromonas piscicola
1452	0.000463699	Bacillus atrophaeus
1304	0.0273583	Streptococcus salivarius
1328	0.000927399	Streptococcus anginosus
633415	0.000927399	Aeromonas sanarellii
691816	0.000927399	Bacteroides rodentium
40215	0.0013911	Acinetobacter junii
185300	0.000463699	Paludibacter propionicigenes
52769	0.000927399	Actinomyces gerencseriae
508460	0.0027822	Cloacibacillus evryensis
78344	0.0018548	Bifidobacterium gallinarum
36847	0.00556439	[Clostridium] neopropionicum
1694	0.0180843	Bifidobacterium pseudolongum
340956	0.0013911	Desulfovibrio frigidus
33954	0.0023185	Clostridium magnum
1484053	0.0023185	Mariniphaga anaerophila
1547	0.000463699	Erysipelatoclostridium ramosum
44749	0.121953	Sporobacter termitidis
31909	0.000463699	Halothermothrix orenii
1398	0.000463699	Bacillus coagulans
28127	0.000927399	Prevotella buccalis
170367	0.000463699	Paenibacillus anaericanus
33035	0.0120562	Blautia producta
1465754	0.0315316	Alistipes timonensis
1686	0.0282857	Bifidobacterium catenulatum
35554	0.000927399	Geobacter sulfurreducens
1309	0.0018548	Streptococcus mutans
310297	6.27292	Bacteroides plebeius
905	3.80883	Acidaminococcus fermentans
