#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI005: NGTs
#run_id: SRR6928750
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 501300
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 48161
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
290055	0.0116334	[Eubacterium] fissicatena
419005	0.000541087	Prevotella amnii
386414	0.00216435	Prevotella timonensis
1071880	0.000270544	Sphingobacterium sp. CCBAU 10953
328814	0.0405816	Alistipes shahii
430914	0.000270544	Halorhabdus tiamatea
392566	0.000270544	Lactobacillus aquaticus
187327	0.00108217	Acidaminococcus intestini
387661	0.000541087	Parabacteroides johnsonii
86958	0.000270544	Propionispira paucivorans
28118	0.138248	Odoribacter splanchnicus
29347	0.00622251	[Clostridium] scindens
209462	0.000270544	Bacillus pichinotyi
33035	0.00892794	Blautia producta
592978	0.000270544	Ruminococcus faecis
34017	0.000270544	Rhodobium orientis
28111	0.000811631	Bacteroides eggerthii
410072	0.00595196	Coprococcus comes
39497	0.0503211	Eubacterium xylanophilum
328812	0.000811631	Parabacteroides goldsteinii
53443	0.000811631	Blautia hydrogenotrophica
183417	0.000270544	Proteus hauseri
1307	0.00189381	Streptococcus suis
1177755	0.000270544	Methyloligella halotolerans
574375	0.0127156	Bacillus gaemokensis
99656	0.000811631	[Clostridium] fimetarium
2738	0.000270544	Vagococcus fluvialis
349096	0.000811631	Pectinatus haikarae
29356	0.00622251	Clostridium chartatabidum
28051	0.000270544	Lachnospira multipara
85874	0.000270544	Thermacetogenium phaeum
184870	0.00297598	Varibaculum cambriense
626931	0.00108217	Bacteroides oleiciplenus
238015	0.000270544	Lactobacillus vini
38286	0.000270544	Corynebacterium afermentans
114652	0.00216435	Streptococcus orisratti
1582	0.00189381	Lactobacillus casei
125	0.00162326	Pirellula staleyi
1694	0.00189381	Bifidobacterium pseudolongum
214856	0.00108217	Alistipes finegoldii
49186	0.000270544	Marinobacterium stanieri
863643	0.000270544	Thermincola potens
471511	0.000270544	Bifidobacterium bombi
34062	0.000270544	Moraxella osloensis
-1	7.6131	Unknown
118562	0.000541087	Arthrospira platensis
266125	0.000541087	Phenylobacterium koreense
496	0.000270544	Neisseria macacae
1506	0.00378761	Clostridium sp.
173480	0.000270544	Gemmatimonas aurantiaca
180915	0.000270544	Cellvibrio vulgaris
328813	0.000270544	Alistipes onderdonkii
100884	0.000270544	Coprobacillus cateniformis
2358	0.000270544	Desulfomonile tiedjei
84032	0.000270544	[Clostridium] thermosuccinogenes
29348	0.0102807	[Clostridium] spiroforme
