#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI086: KnownDMs
#run_id: SRR6928708
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 965513
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 33224
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
79209	0.000150586	Desulfosporosinus meridiei
1755604	0.000150586	Bacteroides sp. MC_13
1522	0.013101	[Clostridium] innocuum
907	16.5441	Megasphaera elsdenii
566024	0.000903515	Saccharopolyspora tripterygii
1113583	0.000150586	Lactobacillus sp. NBRC 3231
626930	0.00301172	Bacteroides fluxus
742013	0.000903515	Delftia sp. Cs1-4
246	0.000150586	Chryseobacterium balustinum
159723	0.000150586	Thermaerobacter nagasakiensis
881	0.00180703	Desulfovibrio vulgaris
216936	0.000150586	Spiroplasma diminutum
285	0.0124986	Comamonas testosteroni
659243	0.000301172	Bacillus siamensis
74426	0.000150586	Collinsella aerofaciens
1471	0.000451758	Bacillus methanolicus
1655	0.000301172	Actinomyces naeslundii
57732	0.000301172	Enterococcus asini
823	0.571172	Parabacteroides distasonis
43131	0.000301172	Tissierella praeacuta
68910	0.000903515	Deinococcus murrayi
1403547	0.000150586	Anoxybacillus sp. YIM 342
551276	0.000150586	Pseudonocardia acaciae
47671	0.0010541	Lautropia mirabilis
310400	0.000150586	Sphingomonas yunnanensis
1755629	0.000451758	Victivallis sp. MC_44
650643	0.00271055	Alistipes sp. RMA 9912
732242	0.000150586	Bacteroides paurosaccharolyticus
46503	0.435344	Parabacteroides merdae
157838	0.0052705	Bacillus shackletonii
2033	0.00195762	Microbacterium testaceum
137461	0.00451758	Aerosphaera taetra
1265	0.0010541	Ruminococcus flavefaciens
410072	0.00406582	Coprococcus comes
273678	0.000451758	Microbacterium hydrocarbonoxydans
1509	0.000150586	Clostridium sporogenes
42565	0.00165644	Halomonas salina
138595	0.000301172	Olsenella profusa
1670	0.0021082	Arthrobacter citreus
157268	0.000752929	Helicobacter winghamensis
1499	0.000150586	[Clostridium] josui
665118	0.000301172	Vasilyevaea enhydra
163202	0.00135527	Corynebacterium appendicis
328812	0.0052705	Parabacteroides goldsteinii
29347	0.00346347	[Clostridium] scindens
356829	0.00767988	Bifidobacterium tsurumiense
78342	0.739828	Bifidobacterium gallicum
1465521	0.00240937	Lactobacillus sp. JCM 8672
69370	0.000150586	Microbacterium trichothecenolyticum
45465	0.0338818	Vogesella indigofera
1512	0.00451758	[Clostridium] symbiosum
1428	0.00481875	Bacillus thuringiensis
1416778	0.00255996	Chryseobacterium arachidis
1356	0.00271055	Enterococcus sulfureus
351091	0.0576744	Oscillibacter valericigenes
13690	0.0198773	Sphingobium yanoikuyae
1358	0.00752929	Lactococcus lactis
29356	0.000150586	Clostridium chartatabidum
