#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI083: KnownDMs
#run_id: SRR6928701
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 455860
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 33217
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
349096	0.158168	Pectinatus haikarae
165179	6.40638	Prevotella copri
1097668	0.0128476	Burkholderia sp. YI23
28199	0.000571004	Arcobacter nitrofigilis
216816	0.064238	Bifidobacterium longum
84031	0.00371153	Clostridium sartagoforme
77095	0.0745161	Prevotella bryantii
261299	0.0345458	Intestinibacter bartlettii
46506	0.739451	Bacteroides stercoris
82375	0.000285502	Anaerosinus glycerini
197614	0.00999258	Streptococcus pasteurianus
358743	0.000285502	[Clostridium] citroniae
1365176	0.000285502	Thermofilum sp. 1910b
47847	0.000856507	Brachybacterium nesterenkovii
1476	0.000285502	Sporosarcina psychrophila
1727	0.000285502	Corynebacterium variabile
84112	0.00942157	Eggerthella lenta
582680	0.000285502	Microbacterium azadirachtae
44749	0.0285502	Sporobacter termitidis
1547	0.000571004	Erysipelatoclostridium ramosum
77038	0.000571004	Wolbachia endosymbiont of Drosophila simulans
1465754	0.00285502	Alistipes timonensis
1686	0.0728031	Bifidobacterium catenulatum
1309	0.00885057	Streptococcus mutans
726	0.000571004	Haemophilus haemolyticus
1255	0.000856507	Pediococcus pentosaceus
905	2.59293	Acidaminococcus fermentans
310297	2.22949	Bacteroides plebeius
228603	0.286359	Prevotella shahii
218538	0.86136	Dialister invisus
447567	0.000285502	Halomonas andesensis
745311	0.000285502	Primorskyibacter sedentarius
28127	0.00228402	Prevotella buccalis
245	0.000285502	Flavobacterium aquatile
59310	0.000285502	Streptococcus macedonicus
33035	0.0391138	Blautia producta
1345	0.000285502	Streptococcus ferus
247639	0.00314052	marine gamma proteobacterium HTCC2080
1203033	0.00628105	Lactobacillus hominis
1304	0.0148461	Streptococcus salivarius
1328	0.00314052	Streptococcus anginosus
1601	0.000285502	Lactobacillus agilis
45254	0.000285502	Dysgonomonas capnocytophagoides
114528	0.000285502	Mogibacterium neglectum
691816	0.000285502	Bacteroides rodentium
195064	0.000285502	Ectothiorhodospira mobilis
983706	0.0248387	Bifidobacterium reuteri
768539	0.000856507	Microbacterium sp. JCM 9637
44933	0.00285502	Halomonas cupida
1735	0.00142751	Holdemanella biformis
1650	0.000285502	Kurthia zopfii
626947	0.00342603	Parasutterella secunda
36847	0.00228402	[Clostridium] neopropionicum
1694	1.60053	Bifidobacterium pseudolongum
508460	0.115057	Cloacibacillus evryensis
33072	0.000285502	Gloeobacter violaceus
357276	0.203849	Bacteroides dorei
1354	0.000571004	Enterococcus hirae
309120	0.0896477	Dialister micraerophilus
106648	0.00114201	Acinetobacter bereziniae
57975	0.000285502	Burkholderia thailandensis
817	0.0245532	Bacteroides fragilis
1506	0.000856507	Clostridium sp.
33953	0.00199852	Clostridium aminobutyricum
645466	0.00256952	Anaerostipes butyraticus
81408	0.000285502	Geobacillus caldoxylosilyticus
1622	0.00114201	Lactobacillus murinus
1914410	0.000285502	Unknown
1660	0.00770856	Actinomyces odontolyticus
437505	0.000285502	Granulosicoccus antarcticus
1502	0.000856507	Clostridium perfringens
110662	0.000285502	Synechococcus sp. CC9605
114	0.000571004	Gemmata obscuriglobus
1603886	0.000571004	Bifidobacterium lemurum
521157	0.000856507	Weissella sp. KLDS 7.0701
290053	0.0119911	Bacteroides helcogenes
53422	0.00114201	Thermobrachium celere
39950	0.00314052	Dialister pneumosintes
47885	0.000285502	Pseudomonas oryzihabitans
61	0.00142751	Vitreoscilla stercoraria
166501	0.000285502	Thermobaculum terrenum
1258	0.000285502	Peptoniphilus asaccharolyticus
