#relative abundance information for RUN: undefined, at species level
#project_id: PRJNA448494
#original_sample_description: UNI002: NGTs
#run_id: SRR6928745
#experiment_type: Amplicon
#instrument_model: Illumina HiSeq 2500
#nr_reads_sequenced: 483708
#host_age: null
#sex: Male
#BMI: null
#country: India
#longitude: 73.8567
#latitude: 18.5204
#loaded_uid: 48156
#QCStatus: 1
#QCMessage: 
#Original_Project_description: Type 2 diabetes (T2D) though considered as a metabolic non -communicable disease has reached to epidemic proportions in India. A link has been proposed between gut microbiota and development of metabolic disorders by researchers across the globe but data on Indian populations is limited. We sought to address variation in microbial community composition, distribution and community alteration in diabetic subjects and their association with the biochemical factors
ncbi_taxon_id	relative_abundance	scientific_name
1731	0.000268365	Eubacterium acidaminophilum
1515	0.0131499	Ruminiclostridium thermocellum
277	0.000268365	Meiothermus ruber
1303	0.00295201	Streptococcus oralis
167964	0.00161019	Anaerolinea thermophila
971	0.0126131	Selenomonas ruminantium
1597	0.00107346	Lactobacillus paracasei
2189	0.00161019	Methanotorris igneus
1691	0.00483057	Bifidobacterium indicum
39492	0.000268365	[Eubacterium] siraeum
197614	0.0273732	Streptococcus pasteurianus
33043	0.00912441	Coprococcus eutactus
73919	0.000268365	Thermaerobacter marianensis
1693	0.00053673	Bifidobacterium minimum
574963	0.000268365	Wandonia haliotis
28037	0.00241528	Streptococcus mitis
39485	0.0633341	[Eubacterium] eligens
29317	0.000268365	Actinomyces sp.
220685	0.000268365	Bacillus bataviensis
454155	0.00053673	Paraprevotella xylaniphila
29348	0.0123448	[Clostridium] spiroforme
200415	0.00053673	Caldisphaera lagunensis
840	0.0134182	Prevotella loescheii
100884	0.000268365	Coprobacillus cateniformis
371036	0.00053673	Bacillus acidiceler
202956	0.000268365	Acinetobacter towneri
502558	0.000805095	Eggerthella sp. YY7918
1316941	0.000268365	Archaeoglobus sulfaticallidus
185294	0.0660178	Prevotella paludivivens
1122943	0.000268365	Pedobacter oryzae
28117	0.0574301	Alistipes putredinis
1077256	0.000268365	Methanosphaera cuniculi
216936	0.000805095	Spiroplasma diminutum
33942	0.000268365	Brevibacillus thermoruber
38304	0.00107346	Corynebacterium tuberculostearicum
648794	0.000268365	Aeromonas rivuli
225004	0.000268365	Treponema berlinense
36834	0.00053673	Clostridium celatum
1630	0.114592	Kandleria vitulina
622695	0.000268365	Planococcus salinarum
28116	0.0373027	Bacteroides ovatus
137732	0.000268365	Granulicatella elegans
163359	0.000268365	Acidiferrobacter thiooxydans
72607	0.000268365	Acinetobacter genomosp. 13
421767	0.000268365	Bacillus butanolivorans
1622	0.00053673	Lactobacillus murinus
1681	0.00268365	Bifidobacterium bifidum
454600	0.00107346	Gracilimonas tropica
1309	0.00268365	Streptococcus mutans
508460	0.00161019	Cloacibacillus evryensis
210	0.000268365	Helicobacter pylori
818	0.0123448	Bacteroides thetaiotaomicron
28137	0.0126131	Prevotella veroralis
29355	0.00670912	[Clostridium] cellobioparum
477666	0.00644076	Bacteroides graminisolvens
1532	0.00644076	Blautia coccoides
645466	0.00509893	Anaerostipes butyraticus
644281	0.000268365	Methanocaldococcus sp. FS406-22
1365176	0.000268365	Thermofilum sp. 1910b
33987	0.000268365	Exiguobacterium aurantiacum
189722	0.000268365	Prevotella marshii
1265	0.00161019	Ruminococcus flavefaciens
638849	0.00107346	Pyramidobacter piscolens
39489	0.000268365	Clostridium moniliforme
93064	0.000268365	Sphingomonas koreensis
43080	0.000268365	Sulfolobus islandicus
29347	0.00939277	[Clostridium] scindens
1795	0.000268365	Mycobacterium neoaurum
399370	0.000268365	Lactobacillus ghanensis
28118	0.00322038	Odoribacter splanchnicus
390841	0.000268365	Lactobacillus farraginis
86958	0.00348874	Propionispira paucivorans
338188	0.000268365	Bacteroides finegoldii
1131462	0.00053673	Dehalobacter sp. CF
39497	0.000268365	Eubacterium xylanophilum
410072	0.0418649	Coprococcus comes
1354	0.00053673	Enterococcus hirae
1557	0.000268365	[Clostridium] litorale
329854	0.00107346	Bacteroides intestinalis
28111	0.00778258	Bacteroides eggerthii
592978	0.00107346	Ruminococcus faecis
33035	0.0225426	Blautia producta
328814	0.00724585	Alistipes shahii
386414	0.000268365	Prevotella timonensis
1624	0.000805095	Lactobacillus salivarius
147645	0.000268365	Paracoccus yeei
392736	0.00214692	Uliginosibacterium gangwonense
64178	0.000268365	Coleofasciculus chthonoplastes
387661	0.0453537	Parabacteroides johnsonii
98672	0.000268365	Arthrobacter luteolus
588901	0.000268365	Flavobacterium sp. KOPRI 25152
106654	0.000268365	Acinetobacter nosocomialis
187327	0.00429384	Acidaminococcus intestini
467976	0.000268365	Iamia majanohamensis
202611	0.00509893	Lysinibacillus odysseyi
28124	0.000268365	Porphyromonas endodontalis
29346	0.000268365	[Clostridium] paradoxum
863643	0.000268365	Thermincola potens
214856	0.00107346	Alistipes finegoldii
1694	0.0646759	Bifidobacterium pseudolongum
48467	0.000268365	Prosthecobacter debontii
55197	0.000268365	Flavobacterium branchiophilum
46867	0.00107346	Clostridium chauvoei
125	0.00107346	Pirellula staleyi
114652	0.00563566	Streptococcus orisratti
1582	0.00644076	Lactobacillus casei
1590	0.00107346	Lactobacillus plantarum
328813	0.000805095	Alistipes onderdonkii
59310	0.00134182	Streptococcus macedonicus
106588	0.00053673	Pseudoflavonifractor capillosus
626938	0.000268365	Succinatimonas hippei
1506	0.000268365	Clostridium sp.
1719	0.000268365	Corynebacterium pseudotuberculosis
1833	0.000268365	Rhodococcus erythropolis
496	0.000268365	Neisseria macacae
-1	6.61332	Unknown
137591	0.000268365	Weissella cibaria
1307	0.00375711	Streptococcus suis
112901	0.000268365	Sporomusa malonica
2751	0.000268365	Carnobacterium maltaromaticum
204516	0.000805095	Bacteroides massiliensis
114702	0.00053673	Actinomyces lingnae
53443	0.000805095	Blautia hydrogenotrophica
673862	0.000268365	Candidatus Babela massiliensis
238015	0.00053673	Lactobacillus vini
184870	0.0045622	Varibaculum cambriense
626931	0.000268365	Bacteroides oleiciplenus
29356	0.00268365	Clostridium chartatabidum
349096	3.05829	Pectinatus haikarae
574375	0.036766	Bacillus gaemokensis
1329	0.000268365	Streptococcus canis
1113751	0.000805095	Flavobacterium sp. NBRC 101304
1411122	0.00134182	Hymenobacter luteus
1358	0.00161019	Lactococcus lactis
1363	0.000268365	Lactococcus garvieae
55507	0.00161019	Schwartzia succinivorans
310298	0.546391	Bacteroides coprocola
1609137	0.000268365	Streptomyces sp. NRRL F-4428
1755626	1.55061	Faecalibacterium sp. MC_41
573	0.00053673	Klebsiella pneumoniae
1755629	0.00509893	Victivallis sp. MC_44
165179	74.9449	Prevotella copri
29375	0.0158335	[Clostridium] xylanolyticum
1561	0.00053673	Clostridium baratii
38313	0.00053673	Shewanella algae
1114035	0.000268365	Lactobacillus sp. NBRC 107212
1323	0.000268365	Faecalicoccus pleomorphus
77635	0.000268365	Bifidobacterium subtile
158787	0.0281783	Bifidobacterium scardovii
39486	0.0501842	Dorea formicigenerans
195253	0.00053673	Synechococcus sp. PCC 6312
1661059	0.00053673	Pseudomonas sp. NBRC 111144
137461	0.000268365	Aerosphaera taetra
1236906	0.000268365	Neptunomonas sp. BPy-1
442870	0.000268365	Acanthopleuribacter pedis
229549	0.000268365	Streptococcus minor
1687	0.0045622	Bifidobacterium coryneforme
